10.png, 241, 180, 0, 0
11.png, 240, 180, 243, 0
12.png, 241, 180, 485, 0
13.png, 240, 180, 728, 0
14.png, 241, 180, 970, 0
9.png, 108, 108, 1213, 0
15.png, 92, 92, 1323, 0
4.png, 43, 62, 1213, 110
6.png, 52, 55, 1258, 110
5.png, 60, 48, 1312, 110
8.png, 32, 30, 1374, 94
1.png, 25, 24, 1374, 126
2.png, 25, 24, 1374, 152
3.png, 25, 24, 1401, 126
7.png, 13, 13, 1428, 0
