13.png, 263, 198, 0, 0
10.png, 212, 176, 265, 0
14.png, 175, 141, 0, 200
9.png, 108, 108, 177, 200
15.png, 92, 92, 287, 178
11.png, 175, 65, 287, 272
12.png, 175, 65, 381, 178
4.png, 43, 62, 464, 245
6.png, 52, 55, 479, 0
5.png, 60, 48, 479, 57
8.png, 32, 30, 177, 310
1.png, 25, 24, 211, 310
2.png, 25, 24, 238, 310
3.png, 25, 24, 381, 245
7.png, 13, 13, 558, 0
